Date,Region,unemployment rate,labor force participation rate,employment_count,cpi_all_items,cpi_housing,cpi_energy,cpi_medical_care,Year
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Plymouth County",5.1,65.6,177633.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Plymouth County",6.5,,177633.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Plymouth County",7.2,,177633.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Plymouth County",5.8,,177633.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Suffolk County",4.9,,623874.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Suffolk County",9.5,,623874.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Suffolk County",4.8,,623874.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Suffolk County",5.1,65.6,623874.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Suffolk County",6.5,,623874.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Suffolk County",7.2,,623874.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Suffolk County",5.8,,623874.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Worcester County",4.9,,326386.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Worcester County",9.5,,326386.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Worcester County",4.8,,326386.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Worcester County",5.1,65.6,326386.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Worcester County",6.5,,326386.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Worcester County",7.2,,326386.0,234.722,236.016,196.597,442.783,2015
2015-02-01,"Total Covered Total, all industries for All establishment sizes in Worcester County",5.8,,326386.0,234.722,236.016,196.597,442.783,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Barnstable County",4.7,,83148.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Barnstable County",8.6,,83148.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Barnstable County",4.5,,83148.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Barnstable County",5.0,65.5,83148.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Barnstable County",6.2,,83148.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Barnstable County",6.7,,83148.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Barnstable County",5.4,,83148.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Berkshire County",4.7,,59963.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Berkshire County",8.6,,59963.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Berkshire County",4.5,,59963.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Berkshire County",5.0,65.5,59963.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Berkshire County",6.2,,59963.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Berkshire County",6.7,,59963.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Berkshire County",5.4,,59963.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Bristol County",4.7,,214214.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Bristol County",8.6,,214214.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Bristol County",4.5,,214214.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Bristol County",5.0,65.5,214214.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Bristol County",6.2,,214214.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Bristol County",6.7,,214214.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Bristol County",5.4,,214214.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Dukes County",4.7,,6541.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Dukes County",8.6,,6541.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Dukes County",4.5,,6541.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Dukes County",5.0,65.5,6541.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Dukes County",6.2,,6541.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Dukes County",6.7,,6541.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Dukes County",5.4,,6541.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Essex County",4.7,,312518.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Essex County",8.6,,312518.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Essex County",4.5,,312518.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Essex County",5.0,65.5,312518.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Essex County",6.2,,312518.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Essex County",6.7,,312518.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Essex County",5.4,,312518.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Middlesex County",4.7,,858957.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Middlesex County",8.6,,858957.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Middlesex County",4.5,,858957.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Middlesex County",5.0,65.5,858957.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Middlesex County",6.2,,858957.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Middlesex County",6.7,,858957.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Middlesex County",5.4,,858957.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Nantucket County",4.7,,4800.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Nantucket County",8.6,,4800.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Nantucket County",4.5,,4800.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Nantucket County",5.0,65.5,4800.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Nantucket County",6.2,,4800.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Nantucket County",6.7,,4800.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Nantucket County",5.4,,4800.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Norfolk County",4.7,,333497.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Norfolk County",8.6,,333497.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Norfolk County",4.5,,333497.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Norfolk County",5.0,65.5,333497.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Norfolk County",6.2,,333497.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Norfolk County",6.7,,333497.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Norfolk County",5.4,,333497.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Plymouth County",4.7,,180261.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Plymouth County",8.6,,180261.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Plymouth County",4.5,,180261.0,236.119,236.435,204.731,444.02,2015
2015-03-01,"Total Covered Total, all industries for All establishment sizes in Plymouth County",5.0,65.5,180261.0,236.119,236.435,204.731,444.02,2015
